"Date","Time","Open","High","Low","Close","Vol","OI"
11/06/2012,16:00,0.99925,1.00465,0.99875,1.00385,59859,161364
11/07/2012,16:00,1.00325,1.00825,0.99715,0.99885,105990,163930
11/08/2012,16:00,0.99915,1.00085,0.99515,0.99595,77532,164416
11/09/2012,16:00,0.99535,0.99745,0.99235,0.99535,92021,165414
11/12/2012,16:00,0.99515,0.99725,0.99505,0.99605,39759,161639
11/13/2012,16:00,0.99595,0.99665,0.99215,0.99435,64906,161844
11/14/2012,16:00,0.99355,0.99595,0.99155,0.99265,58746,164215
11/15/2012,16:00,0.99245,0.99525,0.99165,0.99405,66814,162077
11/16/2012,16:00,0.99555,0.99615,0.99005,0.99405,80802,161919
11/19/2012,16:00,0.99485,1.00045,0.99405,0.99945,64958,159591
11/20/2012,16:00,0.99895,1.00035,0.99675,0.99775,59488,162352
11/21/2012,16:00,0.99885,1.00015,0.99655,0.99945,50674,161473
11/23/2012,16:00,0.99815,1.00465,0.99765,1.00435,68552,162397
11/26/2012,16:00,1.00365,1.00435,0.99995,1.00235,67774,161404
11/27/2012,16:00,1.00325,1.00555,1.00115,1.00175,69393,162476
11/28/2012,16:00,1.00135,1.00435,0.99995,1.00355,76908,160363
11/29/2012,16:00,1.00405,1.00495,1.00225,1.00385,75459,156244
11/30/2012,16:00,1.00325,1.00405,1.00085,1.00305,61846,156568
12/03/2012,16:00,1.00255,1.00475,1.00085,1.00135,81752,152200
12/04/2012,16:00,1.00115,1.00475,1.00075,1.00335,79156,152464
12/05/2012,16:00,1.00295,1.00545,1.00205,1.00495,75615,150481
12/06/2012,16:00,1.00435,1.00715,1.00355,1.00455,81209,150427
12/07/2012,16:00,1.00485,1.00885,1.00285,1.00655,94406,151344
12/10/2012,16:00,1.00955,1.01015,1.00765,1.00925,22145,35250
12/11/2012,16:00,1.01015,1.01065,1.00845,1.01005,33145,60816
12/12/2012,16:00,1.01035,1.01405,1.00995,1.01265,40111,88578
12/13/2012,16:00,1.01225,1.01425,1.01095,1.01145,60387,123907
12/14/2012,16:00,1.01185,1.01345,1.00995,1.01015,76674,144993
12/17/2012,16:00,1.01075,1.01355,1.00835,1.01235,65963,149351
12/18/2012,16:00,1.01295,1.01345,1.01075,1.01135,52305,148228
12/19/2012,16:00,1.01075,1.01175,1.00775,1.00905,59720,144227
12/20/2012,16:00,1.00765,1.00975,1.00695,1.00945,63500,147343
12/21/2012,16:00,1.00895,1.00925,1.00125,1.00235,74349,141506
12/24/2012,16:00,1.00355,1.00625,1.00215,1.00575,21991,138371
12/26/2012,16:00,1.00395,1.00515,1.00165,1.00235,17063,139844
12/27/2012,16:00,1.00275,1.00595,1.00065,1.00175,37532,140604
12/28/2012,16:00,1.00205,1.00295,0.99955,1.00045,35941,137074
12/31/2012,16:00,1.00105,1.00675,0.99965,1.00215,39827,134529
01/02/2013,16:00,1.01085,1.01335,1.00975,1.01105,63211,135857
01/03/2013,16:00,1.01165,1.01275,1.00855,1.00975,53912,135608
01/04/2013,16:00,1.00865,1.01225,1.00465,1.01015,83533,134120
01/07/2013,16:00,1.01065,1.01175,1.00845,1.01085,47675,134051
01/08/2013,16:00,1.01115,1.01285,1.00875,1.01005,54826,134556
01/09/2013,16:00,1.01065,1.01165,1.00905,1.00955,47790,134929
01/10/2013,16:00,1.00945,1.01555,1.00905,1.01315,66602,136929
01/11/2013,16:00,1.01385,1.01595,1.01175,1.01345,68334,140613
01/14/2013,16:00,1.01245,1.01425,1.01065,1.01355,49010,140357
01/15/2013,16:00,1.01325,1.01405,1.01055,1.01295,54838,141845
01/16/2013,16:00,1.01305,1.01345,1.00945,1.01125,54365,142485
01/17/2013,16:00,1.01105,1.01305,1.00855,1.01225,59645,143374
01/18/2013,16:00,1.01185,1.01195,1.00245,1.00475,96176,143972
01/22/2013,16:00,1.00435,1.00635,1.00265,1.00465,87695,138543
01/23/2013,16:00,1.00515,1.00695,0.99675,0.99785,102785,139041
01/24/2013,16:00,0.99765,0.99815,0.99365,0.99425,94949,135028
01/25/2013,16:00,0.99495,0.99515,0.98735,0.98955,96139,137665
01/28/2013,16:00,0.99035,0.99155,0.98735,0.99095,69173,137232
01/29/2013,16:00,0.99125,0.99655,0.99075,0.99505,65021,137338
01/30/2013,16:00,0.99595,0.99655,0.99205,0.99575,66308,140305
01/31/2013,16:00,0.99575,1.00165,0.99395,0.99995,78303,138383
02/01/2013,16:00,1.00035,1.00105,0.99695,1.00045,76594,138543
02/04/2013,16:00,1.00055,1.00265,0.99825,0.99945,59249,139885
02/05/2013,16:00,0.99855,1.00225,0.99795,1.00185,53639,133617
02/06/2013,16:00,1.00195,1.00225,0.99855,1.00145,57826,132097
02/07/2013,16:00,1.00195,1.00435,0.99805,0.99955,63307,131433
02/08/2013,16:00,1.00005,1.00055,0.99385,0.99485,72373,129414
02/11/2013,16:00,0.99465,0.99495,0.98935,0.99225,61210,130248
02/12/2013,16:00,0.99265,0.99565,0.98905,0.99465,62009,131253
02/13/2013,16:00,0.99575,0.99645,0.99335,0.99585,50017,132443
02/14/2013,16:00,0.99625,0.99775,0.99525,0.99625,51095,133590
02/15/2013,16:00,0.99675,0.99765,0.98955,0.99055,67823,138755
02/19/2013,16:00,0.98705,0.99205,0.98425,0.98595,93255,146435
02/20/2013,16:00,0.98645,0.98695,0.97965,0.97995,106438,162718
02/21/2013,16:00,0.98155,0.98195,0.97755,0.97875,84402,167862
02/22/2013,16:00,0.98015,0.98225,0.97295,0.97535,114614,173615
02/25/2013,16:00,0.97605,0.97715,0.97095,0.97225,96418,182500
02/26/2013,16:00,0.97225,0.97445,0.96855,0.97255,84092,183827
02/27/2013,16:00,0.97255,0.97575,0.97095,0.97515,72646,189618
02/28/2013,16:00,0.97515,0.97675,0.96755,0.96875,93912,196127
03/01/2013,16:00,0.96845,0.97255,0.96495,0.97025,101027,195124
03/04/2013,16:00,0.97155,0.97185,0.96805,0.97085,76057,196967
03/05/2013,16:00,0.97155,0.97315,0.96945,0.97105,71237,201048
03/06/2013,16:00,0.97145,0.97335,0.96555,0.96785,100814,201257
03/07/2013,16:00,0.96695,0.97045,0.96625,0.97015,63500,197278
03/08/2013,16:00,0.96965,0.97545,0.96765,0.97025,33232,40276
03/11/2013,16:00,0.97005,0.97315,0.96945,0.97255,23522,58288
03/12/2013,16:00,0.97265,0.97365,0.97035,0.97255,34555,76764
03/13/2013,16:00,0.97265,0.97415,0.96935,0.97145,64959,115580
03/14/2013,16:00,0.97115,0.97735,0.97055,0.97625,60021,141297
03/15/2013,16:00,0.97615,0.98045,0.97545,0.97905,84818,164684
03/18/2013,16:00,0.97635,0.97825,0.97375,0.97705,64215,167144
03/19/2013,16:00,0.97735,0.97735,0.97065,0.97155,63224,167794
03/20/2013,16:00,0.97185,0.97505,0.97145,0.97415,67187,159880
03/21/2013,16:00,0.97315,0.97895,0.97275,0.97485,59605,157277
03/22/2013,16:00,0.97415,0.97685,0.97255,0.97615,46965,155729
03/25/2013,16:00,0.97515,0.97995,0.97515,0.97725,69778,153773
03/26/2013,16:00,0.97705,0.98315,0.97705,0.98235,65326,154396
03/27/2013,16:00,0.98225,0.98365,0.97925,0.98235,71537,156547
03/28/2013,16:00,0.98225,0.98515,0.98145,0.98235,61396,156547
03/29/2013,16:00,0.98235,0.98235,0.98235,0.98235,61746,156782
04/01/2013,16:00,0.98205,0.98275,0.98045,0.98225,33560,159552
04/02/2013,16:00,0.98215,0.98625,0.98205,0.98405,60453,156676
04/03/2013,16:00,0.98425,0.98625,0.98325,0.98435,64352,166707
04/04/2013,16:00,0.98425,0.98855,0.98205,0.98695,85301,162613
04/05/2013,16:00,0.98645,0.98655,0.97565,0.98135,95600,159490
04/08/2013,16:00,0.98195,0.98325,0.97765,0.98135,59054,155772
04/09/2013,16:00,0.98215,0.98555,0.98145,0.98375,52923,155159
04/10/2013,16:00,0.98235,0.98495,0.98225,0.98415,52734,158405
04/11/2013,16:00,0.98455,0.99045,0.98325,0.98815,64047,157720
04/12/2013,16:00,0.98825,0.98935,0.98435,0.98515,56431,154711
04/15/2013,16:00,0.98495,0.98565,0.97345,0.97485,115621,166641
04/16/2013,16:00,0.97485,0.97885,0.97365,0.97795,80878,164216
04/17/2013,16:00,0.97825,0.97825,0.96925,0.97245,100018,159088
04/18/2013,16:00,0.97315,0.97645,0.97195,0.97265,60620,159891
04/19/2013,16:00,0.97365,0.97625,0.97265,0.97315,52539,160642
04/22/2013,16:00,0.97375,0.97485,0.97115,0.97355,54983,163867
04/23/2013,16:00,0.97385,0.97465,0.97135,0.97325,63388,164474
04/24/2013,16:00,0.97375,0.97495,0.97185,0.97415,52924,164942
04/25/2013,16:00,0.97385,0.98095,0.97365,0.97925,72895,163959
04/26/2013,16:00,0.97925,0.98355,0.97805,0.98245,67151,163650
04/29/2013,16:00,0.98225,0.98855,0.98225,0.98845,67299,156652
04/30/2013,16:00,0.98775,0.99385,0.98695,0.99165,82357,154593
05/01/2013,16:00,0.99195,0.99405,0.98925,0.99275,63617,152529
05/02/2013,16:00,0.99125,0.99335,0.98835,0.99165,69608,149647
05/03/2013,16:00,0.98875,0.99175,0.98625,0.99135,64899,146767
05/06/2013,16:00,0.99155,0.99295,0.98975,0.99255,42315,145677
05/07/2013,16:00,0.99245,0.99575,0.99115,0.99485,62763,142244
05/08/2013,16:00,0.99485,0.99755,0.99355,0.99655,52086,143431
05/09/2013,16:00,0.99645,0.99795,0.99035,0.99085,75227,142114
05/10/2013,16:00,0.99255,0.99315,0.98445,0.98825,100641,138030
05/13/2013,16:00,0.98855,0.99125,0.98625,0.98885,62919,136396
05/14/2013,16:00,0.98905,0.99055,0.98145,0.98195,78348,135471
05/15/2013,16:00,0.98135,0.98405,0.97785,0.98225,80208,133185
05/16/2013,16:00,0.98345,0.98485,0.97915,0.98295,75905,133593
05/17/2013,16:00,0.98125,0.98175,0.96755,0.97185,112512,135051
05/20/2013,16:00,0.97235,0.97845,0.97085,0.97745,76064,132212
05/21/2013,16:00,0.97605,0.97655,0.96845,0.97325,83056,132857
05/22/2013,16:00,0.97345,0.97515,0.96195,0.96305,125876,136624
05/23/2013,16:00,0.96355,0.97175,0.96175,0.97005,109031,130900
05/24/2013,16:00,0.97035,0.97065,0.96535,0.96735,66038,131983
05/28/2013,16:00,0.96735,0.96945,0.96045,0.96285,84739,134195
05/29/2013,16:00,0.96125,0.96685,0.95935,0.96515,87588,129288
05/30/2013,16:00,0.96585,0.97105,0.96245,0.97075,76393,128616
05/31/2013,16:00,0.97065,0.97115,0.96305,0.96445,95758,133375
06/03/2013,16:00,0.96495,0.97445,0.96375,0.97295,86221,129788
06/04/2013,16:00,0.97275,0.97295,0.96505,0.96635,67886,127773
06/05/2013,16:00,0.96695,0.96835,0.96335,0.96625,68313,130341
06/06/2013,16:00,0.96665,0.98055,0.96455,0.97435,106821,123502
06/07/2013,16:00,0.97375,0.98365,0.97195,0.97925,96023,110663
06/10/2013,16:00,0.97825,0.98295,0.97815,0.98075,26720,39319
06/11/2013,16:00,0.98045,0.98245,0.97515,0.98105,30208,58445
06/12/2013,16:00,0.98115,0.98425,0.97845,0.97885,44423,80162
06/13/2013,16:00,0.97925,0.98535,0.97765,0.98175,48281,90136
06/14/2013,16:00,0.98425,0.98655,0.98135,0.98295,60769,91538
06/17/2013,16:00,0.98285,0.98505,0.97955,0.98015,51002,93441
06/18/2013,16:00,0.98145,0.98235,0.97855,0.97995,45018,92101
06/19/2013,16:00,0.97905,0.98275,0.97195,0.97215,70336,92927
06/20/2013,16:00,0.97355,0.97385,0.96185,0.96205,105602,97351
06/21/2013,16:00,0.96325,0.96485,0.95335,0.95615,111907,103808
06/24/2013,16:00,0.95455,0.95525,0.94725,0.95305,115120,103715
06/25/2013,16:00,0.95235,0.95625,0.94805,0.95085,90879,104142
06/26/2013,16:00,0.95125,0.95625,0.94975,0.95375,82199,107046
06/27/2013,16:00,0.95445,0.95935,0.95195,0.95425,75260,112398
06/28/2013,16:00,0.95425,0.95665,0.94745,0.95235,87387,116452
07/01/2013,16:00,0.95065,0.95375,0.94945,0.95235,49860,116822
07/02/2013,16:00,0.95285,0.95305,0.94555,0.94895,68227,120539
07/03/2013,16:00,0.94855,0.95235,0.94675,0.95095,56258,121515
07/05/2013,16:00,0.95025,0.95515,0.94285,0.94545,109328,132313
07/08/2013,16:00,0.94565,0.94845,0.94505,0.94755,56810,133023
07/09/2013,16:00,0.94725,0.95145,0.94595,0.95015,64980,133267
07/10/2013,16:00,0.95015,0.95755,0.94905,0.95215,66767,134520
07/11/2013,16:00,0.95835,0.96885,0.95745,0.96415,99989,131585
07/12/2013,16:00,0.96455,0.96565,0.96145,0.96255,62019,128182
07/15/2013,16:00,0.96265,0.96385,0.95895,0.96015,49612,127497
07/16/2013,16:00,0.95915,0.96535,0.95815,0.96475,66758,126898
07/17/2013,16:00,0.96405,0.96615,0.95715,0.96055,78035,125433
07/18/2013,16:00,0.96165,0.96435,0.95845,0.96365,48447,123630
07/19/2013,16:00,0.96425,0.96635,0.96265,0.96505,47694,119438
07/22/2013,16:00,0.96495,0.96945,0.96495,0.96765,50685,115499
07/23/2013,16:00,0.96785,0.97365,0.96685,0.97335,68019,112470
07/24/2013,16:00,0.97255,0.97515,0.96925,0.96995,70731,109014
07/25/2013,16:00,0.97025,0.97585,0.96975,0.97295,59141,108716
07/26/2013,16:00,0.97305,0.97525,0.97135,0.97325,51590,106795
07/29/2013,16:00,0.97325,0.97615,0.97325,0.97585,42959,105016
07/30/2013,16:00,0.97495,0.97565,0.97065,0.97075,61872,103856
07/31/2013,16:00,0.97125,0.97685,0.96835,0.97645,96363,104201
08/01/2013,16:00,0.97375,0.97505,0.96695,0.96745,69228,104005
08/02/2013,16:00,0.96735,0.96815,0.96225,0.96355,81067,102910
08/05/2013,16:00,0.96355,0.96635,0.96215,0.96545,43971,102192
08/06/2013,16:00,0.96615,0.96725,0.96335,0.96555,49519,99642
08/07/2013,16:00,0.96495,0.96555,0.95835,0.96045,66820,103861
08/08/2013,16:00,0.96065,0.97155,0.95975,0.97035,80137,100284
08/09/2013,16:00,0.96925,0.97435,0.96695,0.97425,80585,100089
08/12/2013,16:00,0.97255,0.97385,0.97035,0.97245,41459,99537
08/13/2013,16:00,0.97155,0.97175,0.96755,0.96795,48308,98607
08/14/2013,16:00,0.96825,0.97025,0.96545,0.96905,43498,98513
08/15/2013,16:00,0.96845,0.97235,0.96595,0.97205,66855,98091
08/16/2013,16:00,0.97145,0.97275,0.96645,0.96995,53781,98545
08/19/2013,16:00,0.96925,0.97065,0.96755,0.96805,34943,98732
08/20/2013,16:00,0.96805,0.96825,0.96265,0.96395,64708,101065
08/21/2013,16:00,0.96355,0.96355,0.95525,0.95745,79217,108063
08/22/2013,16:00,0.95595,0.95635,0.95095,0.95145,77449,113765
08/23/2013,16:00,0.95215,0.95415,0.94745,0.95275,75506,122436
08/26/2013,16:00,0.95275,0.95405,0.95075,0.95355,38373,121522
08/27/2013,16:00,0.95375,0.95635,0.95015,0.95495,49463,123440
08/28/2013,16:00,0.95605,0.95615,0.95285,0.95545,51276,123600
08/29/2013,16:00,0.95495,0.95565,0.95005,0.95115,49977,125766
08/30/2013,16:00,0.95095,0.95315,0.94865,0.95115,55203,124961
09/03/2013,16:00,0.95115,0.95325,0.94805,0.95075,71556,124430
09/04/2013,16:00,0.95085,0.95625,0.95015,0.95455,49081,122985
09/05/2013,16:00,0.95405,0.95625,0.95255,0.95385,54395,120657
09/06/2013,16:00,0.95365,0.96515,0.95355,0.96335,7932,23159
09/09/2013,16:00,0.96235,0.96665,0.96155,0.96605,15935,31298
09/10/2013,16:00,0.96545,0.96945,0.96475,0.96785,27343,46868
09/11/2013,16:00,0.96785,0.97125,0.96635,0.97075,39357,68044
09/12/2013,16:00,0.97105,0.97195,0.96915,0.97025,37127,88516
09/13/2013,16:00,0.97025,0.97045,0.96725,0.96895,37557,94275
09/16/2013,16:00,0.97055,0.97425,0.96985,0.97055,52623,95999
09/17/2013,16:00,0.97015,0.97495,0.96935,0.97325,51327,95529
09/18/2013,16:00,0.97285,0.98195,0.97085,0.98085,69528,99481
09/19/2013,16:00,0.97925,0.98375,0.97575,0.97635,78093,106357
09/20/2013,16:00,0.97605,0.97625,0.97175,0.97335,50384,107102
09/23/2013,16:00,0.97235,0.97505,0.97205,0.97495,45300,115658
09/24/2013,16:00,0.97455,0.97615,0.97165,0.97285,37215,117004
09/25/2013,16:00,0.97245,0.97415,0.97095,0.97165,42435,117477
09/26/2013,16:00,0.97145,0.97255,0.96895,0.97175,38330,119405
09/27/2013,16:00,0.97185,0.97305,0.96985,0.97275,31444,120804
09/30/2013,16:00,0.97145,0.97635,0.97115,0.97255,46457,120562
10/01/2013,16:00,0.97165,0.97405,0.96945,0.97035,49848,119980
10/02/2013,16:00,0.96995,0.97065,0.96755,0.96995,49425,116532
10/03/2013,16:00,0.96995,0.97175,0.96925,0.97085,41822,117936
10/04/2013,16:00,0.96995,0.97395,0.96915,0.97315,39391,118963
10/07/2013,16:00,0.97305,0.97335,0.96975,0.97215,37625,115011
10/08/2013,16:00,0.97175,0.97235,0.96605,0.96615,48283,115320
10/09/2013,16:00,0.96665,0.96805,0.96305,0.96435,56676,113543
10/10/2013,16:00,0.96425,0.96635,0.96195,0.96415,44405,113043
10/11/2013,16:00,0.96395,0.96955,0.96265,0.96925,51166,108664
10/14/2013,16:00,0.96735,0.96925,0.96665,0.96835,25884,107109
10/15/2013,16:00,0.96835,0.97025,0.96475,0.96585,35452,108953
10/16/2013,16:00,0.96595,0.97085,0.96525,0.97065,42404,107710
10/17/2013,16:00,0.97075,0.97515,0.97025,0.97445,56820,105313
10/18/2013,16:00,0.97385,0.97565,0.97285,0.97385,31970,104993
10/21/2013,16:00,0.97415,0.97435,0.97285,0.97355,22942,103881
10/22/2013,16:00,0.97295,0.97665,0.97245,0.97455,47821,105583
10/23/2013,16:00,0.97445,0.97505,0.96435,0.96475,91189,102421
10/24/2013,16:00,0.96555,0.96725,0.96045,0.96185,56769,106409
10/25/2013,16:00,0.96205,0.96315,0.95845,0.95935,45193,108323
10/28/2013,16:00,0.95945,0.96155,0.95945,0.96035,30675,109887
10/29/2013,16:00,0.95995,0.96175,0.95765,0.95865,46172,111688
10/30/2013,16:00,0.95795,0.96035,0.95505,0.95705,51395,113296
10/31/2013,16:00,0.95715,0.96305,0.95595,0.96235,66589,112177
11/01/2013,16:00,0.96125,0.96325,0.95925,0.96165,56944,114037
11/04/2013,16:00,0.96235,0.96455,0.96165,0.96235,31097,112807
11/05/2013,16:00,0.96215,0.96275,0.95845,0.95865,39186,112253
11/06/2013,16:00,0.95945,0.96325,0.95885,0.96255,37914,108788
11/07/2013,16:00,0.96235,0.96385,0.95855,0.96025,48787,109223
11/08/2013,16:00,0.95935,0.96025,0.95485,0.95635,56905,110275
11/11/2013,16:00,0.95685,0.95855,0.95655,0.95725,26870,110534
11/12/2013,16:00,0.95805,0.95865,0.95465,0.95625,45022,113154
11/13/2013,16:00,0.95615,0.95985,0.95575,0.95855,38023,111336
11/14/2013,16:00,0.95955,0.96085,0.95295,0.95695,62977,113583
11/15/2013,16:00,0.95885,0.96135,0.95685,0.96025,39044,112703
11/18/2013,16:00,0.96145,0.96345,0.96075,0.96195,41874,115727
11/19/2013,16:00,0.96185,0.96325,0.95685,0.95775,44679,115531
11/20/2013,16:00,0.95865,0.96155,0.95795,0.95965,52553,114202
11/21/2013,16:00,0.95995,0.96005,0.95315,0.95325,67045,115882
11/22/2013,16:00,0.95395,0.95425,0.94905,0.95295,62381,117306
11/25/2013,16:00,0.95355,0.95355,0.94815,0.95065,49035,117826
11/26/2013,16:00,0.95245,0.95395,0.95035,0.95165,49546,121426
11/27/2013,16:00,0.95185,0.95285,0.94655,0.94705,57341,127973
11/29/2013,16:00,0.94815,0.95055,0.94425,0.94455,65000,133792
12/02/2013,16:00,0.94495,0.94565,0.94205,0.94385,58575,130446
12/03/2013,16:00,0.94315,0.94415,0.94045,0.94245,53882,134192
12/04/2013,16:00,0.94265,0.94355,0.93745,0.93955,81135,137802
12/05/2013,16:00,0.94015,0.94475,0.93815,0.94275,75718,137189
12/06/2013,16:00,0.94215,0.94515,0.93745,0.94155,86183,126512
12/09/2013,16:00,0.94225,0.94365,0.94005,0.94275,18670,41944
12/10/2013,16:00,0.94285,0.94625,0.94225,0.94525,15762,51361
12/11/2013,16:00,0.94565,0.94775,0.94445,0.94685,49792,85158
12/12/2013,16:00,0.94715,0.94975,0.94125,0.94275,75624,130753
12/13/2013,16:00,0.94225,0.94815,0.94025,0.94695,74589,143357
12/16/2013,16:00,0.94705,0.94885,0.94675,0.94765,42503,143582
12/17/2013,16:00,0.94695,0.94855,0.94485,0.94515,45615,146842
12/18/2013,16:00,0.94595,0.94635,0.93725,0.94155,78980,150079
12/19/2013,16:00,0.93635,0.94115,0.93515,0.94095,52535,146627
12/20/2013,16:00,0.94065,0.94405,0.93445,0.94115,61563,150506
12/23/2013,16:00,0.94275,0.94825,0.94185,0.94605,42614,146497
12/24/2013,16:00,0.94535,0.94615,0.94365,0.94545,18241,145769
12/26/2013,16:00,0.94355,0.94515,0.94215,0.94295,9631,145716
12/27/2013,16:00,0.94245,0.94515,0.93625,0.93695,42098,153529
12/30/2013,16:00,0.93755,0.94355,0.93555,0.94325,41469,148855
12/31/2013,16:00,0.94225,0.94585,0.94175,0.94435,28362,145373
01/02/2014,16:00,0.94365,0.94795,0.93995,0.94135,57194,141601
01/03/2014,16:00,0.94085,0.94675,0.94055,0.94535,56119,139790
01/06/2014,16:00,0.94375,0.94615,0.93975,0.94205,60211,140179
01/07/2014,16:00,0.94175,0.94175,0.93105,0.93245,92592,153050
01/08/2014,16:00,0.93215,0.93245,0.92695,0.92895,86135,152072
01/09/2014,16:00,0.92715,0.92805,0.92315,0.92395,63794,154053
01/10/2014,16:00,0.92605,0.92635,0.91715,0.92175,101423,155895
01/13/2014,16:00,0.92075,0.92595,0.91875,0.92465,60864,161203
01/14/2014,16:00,0.92365,0.92385,0.91625,0.91735,72555,166372
01/15/2014,16:00,0.91685,0.91955,0.91355,0.91665,68930,164461
01/16/2014,16:00,0.91765,0.92085,0.91595,0.91965,51027,165268
01/17/2014,16:00,0.91865,0.91905,0.91425,0.91535,50516,162681
01/21/2014,16:00,0.91545,0.91885,0.91145,0.91455,67347,163937
01/22/2014,16:00,0.91575,0.91695,0.90545,0.90625,90706,167798
01/23/2014,16:00,0.90555,0.90565,0.89885,0.90375,120858,151887
01/24/2014,16:00,0.90455,0.90885,0.90195,0.90765,85718,149684
01/27/2014,16:00,0.90755,0.91055,0.90345,0.90515,53233,154476
01/28/2014,16:00,0.90375,0.90675,0.89885,0.90095,57263,151146
01/29/2014,16:00,0.90065,0.90485,0.89805,0.90015,59147,151863
01/30/2014,16:00,0.89945,0.90095,0.89685,0.89895,47951,150581
01/31/2014,16:00,0.89985,0.90615,0.89505,0.90295,82648,150855
02/03/2014,16:00,0.90345,0.90995,0.90245,0.90535,70199,154383
02/04/2014,16:00,0.90425,0.90935,0.90325,0.90725,52745,154291
02/05/2014,16:00,0.90705,0.91025,0.90345,0.90705,64649,153809
02/06/2014,16:00,0.90665,0.90935,0.90335,0.90795,52633,153233
02/07/2014,16:00,0.90775,0.91615,0.90685,0.91075,71486,152500
02/10/2014,16:00,0.91005,0.91195,0.90835,0.90965,35114,151095
02/11/2014,16:00,0.90895,0.91325,0.90615,0.91245,52477,150538
02/12/2014,16:00,0.91265,0.91555,0.91155,0.91385,45433,150367
02/13/2014,16:00,0.91365,0.91735,0.91135,0.91565,48327,151289
02/14/2014,16:00,0.91505,0.91855,0.91455,0.91515,55352,149266
02/18/2014,16:00,0.91545,0.91865,0.91505,0.91835,51389,147313
02/19/2014,16:00,0.91755,0.92115,0.90655,0.90725,74809,143856
02/20/2014,16:00,0.90745,0.90875,0.90445,0.90495,63798,139756
02/21/2014,16:00,0.90565,0.90585,0.89785,0.90335,71577,139247
02/24/2014,16:00,0.90515,0.90945,0.90215,0.90885,41227,134096
02/25/2014,16:00,0.90865,0.90935,0.90585,0.90715,35565,132467
02/26/2014,16:00,0.90695,0.90775,0.90195,0.90305,43804,132691
02/27/2014,16:00,0.90325,0.90425,0.90075,0.90205,44642,132361
02/28/2014,16:00,0.90365,0.91055,0.90175,0.90855,69526,129844
03/03/2014,16:00,0.90745,0.91075,0.90495,0.90705,56551,131794
03/04/2014,16:00,0.90735,0.90885,0.90425,0.90495,47178,133079
03/05/2014,16:00,0.90605,0.91205,0.90525,0.91095,58338,131030
03/06/2014,16:00,0.91125,0.91775,0.91015,0.91535,74960,123894
03/07/2014,16:00,0.91515,0.91565,0.90575,0.90595,8906,19371
03/10/2014,16:00,0.90675,0.90695,0.90345,0.90545,8919,23642
03/11/2014,16:00,0.90525,0.90835,0.90345,0.90565,24306,38842
03/12/2014,16:00,0.90545,0.90675,0.90165,0.90445,43435,63380
03/13/2014,16:00,0.90445,0.91065,0.90425,0.90885,57041,87197
03/14/2014,16:00,0.90865,0.90865,0.90515,0.90615,81987,117274
03/17/2014,16:00,0.90625,0.91065,0.90535,0.91005,48847,117214
03/18/2014,16:00,0.90945,0.91405,0.90235,0.90265,74100,121694
03/19/2014,16:00,0.90295,0.90435,0.89245,0.89525,98423,127555
03/20/2014,16:00,0.89465,0.89545,0.89165,0.89485,53582,127376
03/21/2014,16:00,0.89485,0.90035,0.89335,0.89755,80426,131774
03/24/2014,16:00,0.89635,0.89955,0.89465,0.89875,43960,129687
03/25/2014,16:00,0.89885,0.90185,0.89745,0.90095,43157,127089
03/26/2014,16:00,0.90085,0.90795,0.90075,0.90535,59442,122994
03/27/2014,16:00,0.90605,0.91335,0.90575,0.91185,74006,117498
